700675.1917335993,-89024.85027847724,705975.1917336012,-89024.8502784759
703197.3086763541,-74724.85027846065,705597.3086763541,-74724.85027846762
705975.1917336015,-73524.85027831624,705975.1917336015,-72874.79819212726
706075.1917336016,-73624.85027831607,706075.1917336016,-72874.7981921272
700575.1917335992,-89124.85027847649,705975.1917336012,-89124.85027849546
724675.1917335988,-75024.85027788265,726375.1917335984,-75024.85027788265
724675.1917335988,-75124.85027788265,726375.1917335984,-75124.85027788265
703125.1917335863,-73524.85027832066,705975.1917335987,-73524.85027831624
703125.1917335863,-73624.8502783206,706075.1917336016,-73624.85027831607
702375.1917335902,-73974.85027838941,702375.1917335895,-74724.85027846153
702475.1917335901,-73974.85027838947,702475.1917335894,-74724.85027846164
719053.0747908459,-74724.85027846065,716653.0747908459,-74724.85027846762
706725.1917335998,-72424.79819206678,708225.1917335996,-72424.79819205852
706725.1917335998,-72524.79819205712,708225.1917335996,-72524.79819206276
715525.1917335937,-72424.79819206678,714025.1917335951,-72424.79819205852
715525.1917335937,-72524.79819205712,714025.1917335951,-72524.79819206276
716275.191733594,-89024.8502784791,721275.1917335801,-89024.85027847788
716275.191733594,-89124.85027847916,721375.1917335802,-89124.85027849815
700575.1917335992,-88224.85027849756,700575.1917335992,-89124.85027847649
700675.1917335993,-88224.85027849756,700675.1917335993,-89024.85027847729
721375.1917335802,-88224.85027849593,721375.1917335802,-89124.85027849815
721275.1917335801,-88224.85027849593,721275.1917335801,-89024.85027847788
716275.1917335975,-73524.85027831624,716275.1917335975,-72874.79819212726
716175.1917335975,-73624.85027831607,716175.1917335975,-72874.7981921272
718825.1917336136,-73524.85027832096,716275.1917336005,-73524.85027831624
718825.1917336136,-73624.8502783209,716175.1917335975,-73624.85027831607
719575.1917336097,-73974.85027838968,719575.1917336105,-74724.85027846182
719475.1917336097,-73974.85027838976,719475.1917336104,-74724.85027846193
694975.1917335952,-78224.85027847782,696275.1917335998,-78224.85027847608
695175.1917335967,-78424.85027847788,696175.1917336006,-78424.85027847788
697475.1917335995,-74924.85027847743,697475.1917336009,-78224.8502784709
697275.1917335994,-74724.85027847739,697275.1917336009,-78224.85027847378
709875.1917335987,-78026.79819214984,709875.1917335987,-80226.79819214983
709675.1917335996,-78124.85027847654,709675.1917335996,-80126.79819214907
707675.1917335996,-78124.85027847685,707675.1917335998,-80126.79819214907
707475.1917335996,-78124.85027847499,707475.1917335996,-80226.79819215077
694975.1917335984,-80924.85027846492,694495.1917335982,-80924.85027846466
694495.1917335982,-80924.85027846466,694495.1917335973,-82624.85027846466
694495.1917335973,-82624.85027846466,694975.1917335973,-82624.85027846492
694975.1917335984,-80884.85027846489,694455.1917335982,-80884.85027846466
694455.1917335982,-80884.85027846466,694455.1917335973,-82664.85027846464
694455.1917335973,-82664.85027846464,694975.1917335973,-82664.8502784649
694975.1917335984,-80804.8502784649,694375.1917335982,-80804.8502784646
694375.1917335982,-80804.8502784646,694375.1917335972,-82744.8502784646
694375.1917335972,-82744.8502784646,694975.1917335973,-82744.85027846489
695175.1917335956,-80824.85027845768,696175.1917335984,-80824.85027845779
695175.1917335998,-80924.85027845768,696275.1917335982,-80924.8502784599
698975.1917336083,-80924.85027845413,699075.1917336124,-80924.85027845381
699075.1917336124,-80924.85027845381,699075.1917336119,-80824.85027845715
700575.1917336002,-80824.85027844517,699975.1917336119,-80824.85027845213
699975.1917336119,-80824.85027845213,699975.1917336126,-80924.8502784488
699975.1917336126,-80924.8502784488,700575.1917336008,-80924.85027844517
700575.1917336008,-80924.85027844517,700575.1917336002,-80824.85027844517
699075.1917336023,-80924.85027845314,699975.1917336022,-80924.85027844837
695175.191733599,-82624.85027846455,697775.1917336044,-82624.85027847312
695175.1917335977,-82824.8502784642,697775.1917336016,-82824.85027847339
697775.191733602,-81174.850278472,697775.191733602,-82374.850278472
695175.191733599,-82624.85027846455,694975.1917335952,-82624.85027846447
694975.1917335952,-82624.85027846447,694975.1917335973,-82724.85027846444
695175.1917335998,-80924.85027845768,694975.1917335984,-80924.85027845972
697975.1917335998,-78424.85027847256,697975.1917335998,-80124.85027847184
697775.1917335995,-78424.85027847007,697775.191733602,-80224.85027847243
697175.1917335996,-80824.85027845525,697775.191733609,-80824.85027845789
697175.191733599,-80924.85027845524,697975.1917336005,-80924.85027847133
697175.1917335996,-80824.85027845525,697175.191733599,-80924.85027845524
694975.1917335984,-80924.8502784597,694975.1917335992,-79674.8502784653
695175.1917335956,-80824.85027845768,695175.1917335965,-79774.85027846429
696275.191733599,-80824.85027843251,696275.1917335975,-80749.85027846452
696275.1917335975,-80749.85027846452,696175.1917335949,-80749.85027846445
696175.1917335949,-80749.85027846445,696175.1917335984,-80824.85027845779
696175.1917335992,-79774.85027846487,696175.1917335956,-79849.85027846445
696175.1917335956,-79849.85027846445,696275.1917335975,-79849.85027846452
696275.1917335975,-79849.85027846452,696275.1917335991,-79674.85027846607
696175.1917335984,-80749.85027846356,696175.1917335991,-79849.85027846358
696275.191733599,-80824.85027843251,696375.1917336086,-80824.8502784599
696275.1917335982,-80924.8502784599,696375.1917336086,-80924.8502784599
696375.1917336086,-80824.8502784599,696375.1917336086,-80924.8502784599
696275.1917335998,-78224.85027847608,697275.1917336009,-78224.85027847378
